ent,mun,loc,upm,est_nal,est_est,t_loc,con,vivienda,hab
29,5,1,172,22,262,2,239,31,7
11,37,1,172,30,469,2,5005,32,3
12,29,1,172,22,483,1,5024,33,2
13,82,2,172,20,512,3,5025,34,3
28,3,1,172,20,795,2,5004,35,2
5,30,1,172,43,149,1,220,36,6
5,30,1,172,43,149,1,220,37,5
11,37,1,172,30,469,2,5005,38,5
10,5,1,172,22,197,1,281,39,3
2,3,139,172,20,321,4,6011,40,5
13,82,2,172,20,512,3,5025,41,3
13,82,2,172,20,512,3,5025,42,3
2,3,139,172,20,321,4,6011,43,3
23,4,1,172,22,664,1,5020,44,6
13,82,2,172,20,512,3,5025,45,1
13,82,2,172,20,512,3,5025,46,2
13,82,2,172,20,512,3,5025,47,6
13,82,2,172,20,512,3,5025,48,1
13,82,2,172,20,512,3,5025,49,1
4,2,1,172,31,214,1,165,50,6
3,3,1,172,21,268,1,203,51,6
19,21,1,172,23,35,1,259,52,4
12,29,1,172,22,483,1,5024,53,4
23,5,1,172,21,275,1,353,54,4
4,2,1,172,31,214,1,165,55,7
26,30,1,172,21,188,1,276,56,5
26,30,1,172,21,188,1,276,57,3
2,3,139,172,20,321,4,6011,58,7
19,21,1,172,23,35,1,259,59,4
5,36,44,172,20,375,4,6007,60,6
5,36,44,172,20,375,4,6007,61,2
11,20,1,172,43,59,1,516,62,5
2,3,139,172,20,321,4,6011,63,2
28,3,1,172,20,795,2,5004,64,7
3,3,1,172,21,268,1,203,65,4
10,5,1,172,22,197,1,281,66,2
28,3,1,172,20,795,2,5004,67,4
21,59,4,172,13,646,4,6007,68,6
5,36,44,172,20,375,4,6007,69,4
11,37,1,172,30,469,2,5005,70,6
10,5,1,172,22,197,1,281,71,1
26,30,1,172,21,188,1,276,72,1
4,2,1,172,31,214,1,165,73,6
23,5,1,172,21,275,1,353,74,1
23,4,1,172,22,664,1,5020,75,2
28,3,1,172,20,795,2,5004,76,5
11,37,1,172,30,469,2,5005,77,2
5,36,44,172,20,375,4,6007,78,4
21,59,4,172,13,646,4,6007,79,4
11,37,1,172,30,469,2,5005,80,1
11,20,1,172,43,59,1,516,81,6
21,59,4,172,13,646,4,6007,82,1
10,5,1,172,22,197,1,281,83,4
6,2,1,172,23,247,1,312,84,5
5,36,44,172,20,375,4,6007,85,1
6,2,1,172,23,247,1,312,86,6
23,5,1,172,21,275,1,353,87,6
2,3,139,172,20,321,4,6011,88,3
11,37,1,172,30,469,2,5005,89,7
28,3,1,172,20,795,2,5004,90,5
3,3,1,172,21,268,1,203,91,1
21,59,4,172,13,646,4,6007,92,7
11,37,1,172,30,469,2,5005,93,7
5,36,44,172,20,375,4,6007,94,5
11,37,1,172,30,469,2,5005,95,3
11,37,1,172,30,469,2,5005,96,6
18,17,1,172,23,205,1,90,97,1
21,59,4,172,13,646,4,6007,98,3
21,59,4,172,13,646,4,6007,99,5
4,2,1,172,31,214,1,165,100,5
21,59,4,172,13,646,4,6007,101,4
21,59,4,172,13,646,4,6007,102,7
28,3,1,172,20,795,2,5004,103,1
5,36,44,172,20,375,4,6007,104,7
13,82,2,172,20,512,3,5025,105,5
5,36,44,172,20,375,4,6007,106,6
5,36,44,172,20,375,4,6007,107,7
11,37,1,172,30,469,2,5005,108,5
23,4,1,172,22,664,1,5020,109,3
5,36,44,172,20,375,4,6007,110,4
21,59,4,172,13,646,4,6007,111,3
5,36,44,172,20,375,4,6007,112,7
11,37,1,172,30,469,2,5005,113,6
28,3,1,172,20,795,2,5004,114,7
21,59,4,172,13,646,4,6007,115,1
28,3,1,172,20,795,2,5004,116,7
21,59,4,172,13,646,4,6007,117,4
28,3,1,172,20,795,2,5004,118,2
28,3,1,172,20,795,2,5004,119,6
28,3,1,172,20,795,2,5004,120,4
5,36,44,172,20,375,4,6007,121,4
2,3,139,172,20,321,4,6011,122,2
13,82,2,172,20,512,3,5025,123,7
4,2,1,172,31,214,1,165,124,3
5,36,44,172,20,375,4,6007,125,4
28,3,1,172,20,795,2,5004,126,5
28,3,1,172,20,795,2,5004,127,4
21,59,4,172,13,646,4,6007,128,2
11,37,1,172,30,469,2,5005,129,3
5,36,44,172,20,375,4,6007,130,4
26,30,1,172,21,188,1,276,131,2
11,37,1,172,30,469,2,5005,132,6
28,3,1,172,20,795,2,5004,133,7
5,36,44,172,20,375,4,6007,134,3
5,30,1,172,43,149,1,220,135,5
29,5,1,172,22,262,2,239,136,2
23,5,1,172,21,275,1,353,137,2
29,5,1,172,22,262,2,239,138,3
5,30,1,172,43,149,1,220,139,1
24,28,1,172,22,62,1,124,140,5
2,3,139,172,20,321,4,6011,141,5
2,3,139,172,20,321,4,6011,142,7
21,59,4,172,13,646,4,6007,143,6
21,59,4,172,13,646,4,6007,144,7
21,59,4,172,13,646,4,6007,145,4
13,82,2,172,20,512,3,5025,146,2
20,67,1,172,33,236,1,49,147,5
27,13,62,172,22,152,3,242,148,4
19,21,1,172,23,35,1,259,149,4
6,2,1,172,23,247,1,312,150,4
18,17,1,172,23,205,1,90,151,7
32,56,1,172,32,241,1,303,152,1
32,56,1,172,32,241,1,303,153,4
20,67,1,172,33,236,1,49,154,4
21,59,4,172,13,646,4,6007,155,2
29,5,1,172,22,262,2,239,156,6
24,28,1,172,22,62,1,124,157,4
13,82,2,172,20,512,3,5025,158,7
11,20,1,172,43,59,1,516,159,1
28,3,1,172,20,795,2,5004,160,1
18,17,1,172,23,205,1,90,161,4
6,2,1,172,23,247,1,312,162,7
27,13,62,172,22,152,3,242,163,4
13,82,2,172,20,512,3,5025,164,3
11,37,1,172,30,469,2,5005,165,7
2,3,139,172,20,321,4,6011,166,4
27,13,62,172,22,152,3,242,167,2
13,82,2,172,20,512,3,5025,168,7
13,82,2,172,20,512,3,5025,169,6
24,28,1,172,22,62,1,124,170,3
11,37,1,172,30,469,2,5005,171,7
3,3,1,172,21,268,1,203,172,4
21,59,4,172,13,646,4,6007,173,6
2,3,139,172,20,321,4,6011,174,2
11,37,1,172,30,469,2,5005,175,2
23,4,1,172,22,664,1,5020,176,7
32,56,1,172,32,241,1,303,177,7
28,3,1,172,20,795,2,5004,178,6
29,5,1,172,22,262,2,239,179,2
28,3,1,172,20,795,2,5004,180,6
24,28,1,172,22,62,1,124,181,6
11,37,1,172,30,469,2,5005,182,1
5,36,44,172,20,375,4,6007,183,2
5,36,44,172,20,375,4,6007,184,4
21,59,4,172,13,646,4,6007,185,2
28,3,1,172,20,795,2,5004,186,7
2,3,139,172,20,321,4,6011,187,6
26,30,1,172,21,188,1,276,188,3
18,17,1,172,23,205,1,90,189,4
5,36,44,172,20,375,4,6007,190,1
24,28,1,172,22,62,1,124,191,7
20,67,1,172,33,236,1,49,192,1
11,37,1,172,30,469,2,5005,193,4
5,36,44,172,20,375,4,6007,194,2
11,37,1,172,30,469,2,5005,195,5
2,3,139,172,20,321,4,6011,196,4
18,17,1,172,23,205,1,90,197,4
23,4,1,172,22,664,1,5020,198,7
13,82,2,172,20,512,3,5025,199,3
5,30,1,172,43,149,1,220,200,6
19,21,1,172,23,35,1,259,201,3
13,82,2,172,20,512,3,5025,202,7
2,3,139,172,20,321,4,6011,203,2
32,56,1,172,32,241,1,303,204,1
10,5,1,172,22,197,1,281,205,4
28,3,1,172,20,795,2,5004,206,6
16,53,1,173,42,131,1,33,1,4
10,7,1,173,32,441,1,5234,2,2
13,48,1,173,23,285,1,1268,3,6
16,53,1,173,42,131,1,33,4,1
1,1,1,173,22,119,1,110,5,7
13,48,1,173,23,285,1,1268,6,7
32,56,1,173,32,241,1,36,7,2
3,3,1,173,23,270,1,180,8,1
32,38,69,173,11,884,4,6020,9,3
5,25,1,173,30,362,1,5010,10,1
32,38,69,173,11,884,4,6020,11,7
2,4,1,173,21,170,1,230,12,7
24,13,1,173,30,687,1,5019,13,5
20,67,1,173,31,234,1,344,14,1
5,25,1,173,30,362,1,5010,15,4
3,3,1,173,23,270,1,180,16,7
31,50,1,173,42,76,1,42,17,5
32,38,69,173,11,884,4,6020,18,5
13,48,1,173,23,285,1,1268,19,3
14,67,1,173,20,521,1,5043,20,1
10,7,1,173,32,441,1,5234,21,2
6,2,1,173,32,248,1,311,22,7
32,38,69,173,11,884,4,6020,23,6
32,38,69,173,11,884,4,6020,24,4
32,56,1,173,32,241,1,36,25,4
31,50,1,173,42,76,1,42,26,1
1,1,1,173,22,119,1,110,27,2
32,38,69,173,11,884,4,6020,28,2
3,3,1,173,23,270,1,180,29,2
16,53,1,173,42,131,1,33,30,4
14,67,1,173,20,521,1,5043,31,6
2,4,1,173,21,170,1,230,32,1
32,38,69,173,11,884,4,6020,33,7
1,1,1,173,22,119,1,110,34,1
32,56,1,173,32,241,1,36,35,2
3,3,1,173,23,270,1,180,36,7
2,4,1,173,21,170,1,230,37,2
20,67,1,173,31,234,1,344,38,5
5,25,1,173,30,362,1,5010,39,3
14,67,1,173,20,521,1,5043,40,2
6,2,1,173,32,248,1,311,41,5
5,25,1,173,30,362,1,5010,42,5
32,38,69,173,11,884,4,6020,43,4
20,67,1,173,31,234,1,344,44,5
32,56,1,173,32,241,1,36,45,5
20,67,1,173,31,234,1,344,46,6
30,39,1,173,30,827,1,5339,47,4
30,39,1,173,30,827,1,5339,48,1
17,7,1,173,41,225,1,124,49,3
6,2,1,173,32,248,1,311,50,4
16,53,1,173,42,131,1,33,51,6
14,67,1,173,20,521,1,5043,52,3
6,2,1,173,32,248,1,311,53,6
32,38,69,173,11,884,4,6020,54,4
31,50,1,173,42,76,1,42,55,5
13,48,1,173,23,285,1,1268,56,1
13,48,1,173,23,285,1,1268,57,6
24,13,1,173,30,687,1,5019,58,6
30,39,1,173,30,827,1,5339,59,4
24,13,1,173,30,687,1,5019,60,4
2,4,1,173,21,170,1,230,61,4
17,7,1,173,41,225,1,124,62,3
17,7,1,173,41,225,1,124,63,7
32,38,69,173,11,884,4,6020,64,2
30,39,1,173,30,827,1,5339,65,2
10,7,1,173,32,441,1,5234,66,7
32,38,69,173,11,884,4,6020,67,3
20,67,1,173,31,234,1,344,68,2
14,67,1,173,20,521,1,5043,69,1
1,1,1,173,22,119,1,110,70,3
32,38,69,173,11,884,4,6020,71,4
17,7,1,173,41,225,1,124,72,3
32,38,69,173,11,884,4,6020,73,7
32,38,69,173,11,884,4,6020,74,3
2,4,1,173,21,170,1,230,75,6
5,25,1,173,30,362,1,5010,76,4
17,7,1,173,41,225,1,124,77,6
32,38,69,173,11,884,4,6020,78,2
32,38,69,173,11,884,4,6020,79,1
32,38,69,173,11,884,4,6020,80,2
32,56,1,173,32,241,1,36,81,3
32,38,69,173,11,884,4,6020,82,4
31,50,1,173,42,76,1,42,83,4
10,7,1,173,32,441,1,5234,84,1
32,38,69,173,11,884,4,6020,85,4
10,7,1,173,32,441,1,5234,86,5
32,38,69,173,11,884,4,6020,87,5
30,39,1,173,30,827,1,5339,88,4
16,53,1,173,42,131,1,33,89,6
3,3,1,173,23,270,1,180,90,3
32,38,69,173,11,884,4,6020,91,7
24,13,1,173,30,687,1,5019,92,2
31,50,1,173,42,76,1,42,93,7
6,2,1,173,32,248,1,311,94,1
24,13,1,173,30,687,1,5019,95,5
1,1,1,173,22,119,1,110,96,3
12,35,1,174,20,488,1,5087,1,4
7,78,1,174,30,396,1,5119,2,7
29,5,1,174,32,264,2,414,3,2
30,39,22,174,12,859,4,6036,4,7
13,48,1,174,32,286,1,1298,5,2
28,9,1,174,10,86,1,560,6,7
18,17,1,174,23,205,1,189,7,2
29,5,1,174,32,264,2,414,8,2
22,14,1,174,33,257,1,96,9,4
5,30,1,174,22,144,1,93,10,7
4,2,1,174,32,215,1,349,11,1
20,184,1,174,10,613,1,5014,12,6
20,67,1,174,21,230,1,143,13,2
10,5,1,174,42,201,1,114,14,5
12,35,1,174,20,488,1,5087,15,5
18,17,1,174,23,205,1,189,16,2
7,78,1,174,30,396,1,5119,17,1
30,39,22,174,12,859,4,6036,18,7
4,2,1,174,32,215,1,349,19,4
30,39,22,174,12,859,4,6036,20,6
30,39,22,174,12,859,4,6036,21,6
18,17,1,174,23,205,1,189,22,4
4,3,1,174,23,335,1,5503,23,2
20,184,1,174,10,613,1,5014,24,7
4,3,1,174,23,335,1,5503,25,5
20,67,1,174,21,230,1,143,26,5
12,35,1,174,20,488,1,5087,27,3
27,13,62,174,42,157,3,381,28,2
10,5,1,174,42,201,1,114,29,2
22,14,1,174,33,257,1,96,30,6
4,2,1,174,32,215,1,349,31,7
4,2,1,174,32,215,1,349,32,4
5,30,1,174,22,144,1,93,33,1
10,5,1,174,42,201,1,114,34,5
20,184,1,174,10,613,1,5014,35,1
10,5,1,174,42,201,1,114,36,5
11,20,1,174,42,58,1,549,37,4
22,14,1,174,33,257,1,96,38,2
30,193,1,174,32,102,1,3029,39,6
30,193,1,174,32,102,1,3029,40,7
5,30,1,174,22,144,1,93,41,2
20,184,1,174,10,613,1,5014,42,7
30,44,1,174,20,834,1,5234,43,4
20,184,1,174,10,613,1,5014,44,3
23,5,1,174,21,275,1,315,45,5
18,17,1,174,23,205,1,189,46,5
5,30,1,174,22,144,1,93,47,7
30,39,22,174,12,859,4,6036,48,7
4,3,1,174,23,335,1,5503,49,4
22,14,1,174,33,257,1,96,50,6
27,13,62,174,42,157,3,381,51,4
28,9,1,174,10,86,1,560,52,6
20,184,1,174,10,613,1,5014,53,5
30,39,22,174,12,859,4,6036,54,7
27,13,62,174,42,157,3,381,55,7
27,13,62,174,42,157,3,381,56,2
7,78,1,174,30,396,1,5119,57,7
13,48,1,174,32,286,1,1298,58,2
30,39,22,174,12,859,4,6036,59,2
22,14,1,174,33,257,1,96,60,2
20,184,1,174,10,613,1,5014,61,4
10,5,1,174,42,201,1,114,62,3
32,56,1,174,43,244,1,326,63,2
29,5,1,174,32,264,2,414,64,6
20,184,1,174,10,613,1,5014,65,6
12,35,1,174,20,488,1,5087,66,2
29,5,1,174,32,264,2,414,67,3
32,56,1,174,43,244,1,326,68,7
32,56,1,174,43,244,1,326,69,4
20,184,1,174,10,613,1,5014,70,3
13,48,1,174,32,286,1,1298,71,3
30,39,22,174,12,859,4,6036,72,6
4,3,1,174,23,335,1,5503,73,6
20,184,1,174,10,613,1,5014,74,6
30,39,22,174,12,859,4,6036,75,4
11,20,1,174,42,58,1,549,76,7
30,44,1,174,20,834,1,5234,77,5
30,44,1,174,20,834,1,5234,78,2
20,184,1,174,10,613,1,5014,79,7
20,184,1,174,10,613,1,5014,80,1
30,39,22,174,12,859,4,6036,81,4
20,184,1,174,10,613,1,5014,82,5
5,30,1,174,22,144,1,93,83,3
20,184,1,174,10,613,1,5014,84,2
20,184,1,174,10,613,1,5014,85,1
28,9,1,174,10,86,1,560,86,5
30,39,22,174,12,859,4,6036,87,7
30,193,1,174,32,102,1,3029,88,6
27,13,62,174,42,157,3,381,89,3
30,193,1,174,32,102,1,3029,90,5
30,39,22,174,12,859,4,6036,91,3
32,56,1,174,43,244,1,326,92,3
30,39,22,174,12,859,4,6036,93,7
28,9,1,174,10,86,1,560,94,2
12,35,1,174,20,488,1,5087,95,1
30,39,22,174,12,859,4,6036,96,1
11,20,1,174,42,58,1,549,97,3
20,184,1,174,10,613,1,5014,98,2
20,67,1,174,21,230,1,143,99,4
30,44,1,174,20,834,1,5234,100,7
30,39,22,174,12,859,4,6036,101,6
30,193,1,174,32,102,1,3029,102,6
13,48,1,174,32,286,1,1298,103,5
4,3,1,174,23,335,1,5503,104,5
20,184,1,174,10,613,1,5014,105,4
20,184,1,174,10,613,1,5014,106,3
20,67,1,174,21,230,1,143,107,2
28,9,1,174,10,86,1,560,108,4
30,39,22,174,12,859,4,6036,109,5
23,5,1,174,21,275,1,315,110,4
29,5,1,174,32,264,2,414,111,1
23,5,1,174,21,275,1,315,112,3
20,184,1,174,10,613,1,5014,113,6
30,39,22,174,12,859,4,6036,114,7
18,17,1,174,23,205,1,189,115,1
30,39,22,174,12,859,4,6036,116,7
4,2,1,174,32,215,1,349,117,3
32,56,1,174,43,244,1,326,118,5
13,48,1,174,32,286,1,1298,119,2
7,78,1,174,30,396,1,5119,120,5
30,39,22,174,12,859,4,6036,121,3
20,67,1,174,21,230,1,143,122,1
20,184,1,174,10,613,1,5014,123,4
11,20,1,174,42,58,1,549,124,3
23,5,1,174,21,275,1,315,125,5
23,5,1,174,21,275,1,315,126,2
7,78,1,174,30,396,1,5119,127,1
30,44,1,174,20,834,1,5234,128,6
11,20,1,174,42,58,1,549,129,2
7,101,1,175,22,161,1,200,1,1
25,6,1,175,33,184,1,284,2,4
26,43,1,175,20,734,1,5057,3,1
5,14,22,175,20,375,4,6022,4,7
5,14,22,175,20,375,4,6022,5,3
4,2,1,175,32,215,1,104,6,4
4,2,1,175,32,215,1,104,7,5
8,27,2436,175,11,430,4,6006,8,3
13,48,1,175,33,287,1,1011,9,6
5,14,22,175,20,375,4,6022,10,1
7,101,1,175,22,161,1,200,11,4
18,17,1,175,23,205,1,316,12,3
8,27,2436,175,11,430,4,6006,13,1
4,2,1,175,32,215,1,104,14,3
5,14,22,175,20,375,4,6022,15,4
14,120,1,175,21,24,1,302,16,5
3,3,1,175,32,271,1,130,17,2
5,14,22,175,20,375,4,6022,18,7
13,48,1,175,33,287,1,1011,19,4
7,101,1,175,22,161,1,200,20,6
2,1,1,175,40,309,1,5042,21,7
10,7,1,175,23,440,1,5207,22,5
14,120,1,175,21,24,1,302,23,1
6,7,1,175,31,378,1,5258,24,6
29,39,6,175,21,261,2,133,25,3
25,6,1,175,33,184,1,284,26,2
29,39,6,175,21,261,2,133,27,5
5,14,22,175,20,375,4,6022,28,4
5,14,22,175,20,375,4,6022,29,6
3,3,1,175,32,271,1,130,30,7
8,27,2436,175,11,430,4,6006,31,2
8,27,2436,175,11,430,4,6006,32,7
26,43,1,175,20,734,1,5057,33,7
8,27,2436,175,11,430,4,6006,34,6
25,6,1,175,33,184,1,284,35,6
7,101,1,175,22,161,1,200,36,6
13,48,1,175,33,287,1,1011,37,1
6,7,1,175,31,378,1,5258,38,1
29,39,6,175,21,261,2,133,39,6
26,43,1,175,20,734,1,5057,40,6
13,48,1,175,33,287,1,1011,41,6
5,14,22,175,20,375,4,6022,42,2
22,14,1,175,22,254,1,346,43,2
3,3,1,175,32,271,1,130,44,5
28,38,1,175,22,88,1,667,45,3
8,27,2436,175,11,430,4,6006,46,5
7,101,1,175,22,161,1,200,47,2
22,14,1,175,22,254,1,346,48,2
26,43,1,175,20,734,1,5057,49,7
26,30,1,175,22,189,1,80,50,3
5,30,1,175,42,148,1,261,51,3
10,7,1,175,23,440,1,5207,52,6
8,27,2436,175,11,430,4,6006,53,4
5,14,22,175,20,375,4,6022,54,7
22,14,1,175,22,254,1,346,55,7
13,48,1,175,33,287,1,1011,56,5
8,27,2436,175,11,430,4,6006,57,2
8,27,2436,175,11,430,4,6006,58,7
14,120,1,175,21,24,1,302,59,5
28,38,1,175,22,88,1,667,60,3
26,43,1,175,20,734,1,5057,61,3
18,17,1,175,23,205,1,316,62,3
10,7,1,175,23,440,1,5207,63,5
25,6,1,175,33,184,1,284,64,3
8,27,2436,175,11,430,4,6006,65,6
5,30,1,175,42,148,1,261,66,6
5,14,22,175,20,375,4,6022,67,6
18,17,1,175,23,205,1,316,68,3
4,2,1,175,32,215,1,104,69,7
5,30,1,175,42,148,1,261,70,5
5,14,22,175,20,375,4,6022,71,7
6,7,1,175,31,378,1,5258,72,7
5,14,22,175,20,375,4,6022,73,7
26,30,1,175,22,189,1,80,74,4
26,30,1,175,22,189,1,80,75,7
8,27,2436,175,11,430,4,6006,76,5
5,14,22,175,20,375,4,6022,77,1
10,7,1,175,23,440,1,5207,78,6
5,14,22,175,20,375,4,6022,79,1
2,1,1,175,40,309,1,5042,80,4
14,120,1,175,21,24,1,302,81,3
18,17,1,175,23,205,1,316,82,6
26,30,1,175,22,189,1,80,83,6
8,27,2436,175,11,430,4,6006,84,2
5,14,22,175,20,375,4,6022,85,2
25,6,1,175,33,184,1,284,86,6
5,14,22,175,20,375,4,6022,87,7
8,27,2436,175,11,430,4,6006,88,2
6,7,1,175,31,378,1,5258,89,3
22,14,1,175,22,254,1,346,90,5
26,30,1,175,22,189,1,80,91,4
8,27,2436,175,11,430,4,6006,92,5
5,30,1,175,42,148,1,261,93,3
29,39,6,175,21,261,2,133,94,4
8,27,2436,175,11,430,4,6006,95,5
5,30,1,175,42,148,1,261,96,2
6,7,1,175,31,378,1,5258,97,7
29,39,6,175,21,261,2,133,98,6
22,14,1,175,22,254,1,346,99,5
28,38,1,175,22,88,1,667,100,4
5,14,22,175,20,375,4,6022,101,1
2,1,1,175,40,309,1,5042,102,5
5,14,22,175,20,375,4,6022,103,4
8,27,2436,175,11,430,4,6006,104,2
5,14,22,175,20,375,4,6022,105,4
4,2,1,175,32,215,1,104,106,1
18,17,1,175,23,205,1,316,107,2
5,14,22,175,20,375,4,6022,108,5
14,120,1,175,21,24,1,302,109,7
8,27,2436,175,11,430,4,6006,110,7
8,27,2436,175,11,430,4,6006,111,2
28,38,1,175,22,88,1,667,112,6
2,1,1,175,40,309,1,5042,113,2
3,3,1,175,32,271,1,130,114,4
2,1,1,175,40,309,1,5042,115,3
10,7,1,175,23,440,1,5207,116,2
28,38,1,175,22,88,1,667,117,6
3,3,1,175,32,271,1,130,118,1
31,104,52,176,11,872,4,6014,1,2
18,15,56,176,20,599,4,6027,2,3
5,2,1,176,20,365,1,5017,3,2
18,15,56,176,20,599,4,6027,4,5
7,89,1,176,22,390,1,5043,5,3
31,104,52,176,11,872,4,6014,6,5
32,17,1,176,42,243,1,116,7,2
4,2,1,176,31,214,1,310,8,2
6,7,1,176,32,379,1,5227,9,3
7,89,1,176,22,390,1,5043,10,7
12,1,1,176,22,111,1,105,11,5
31,104,52,176,11,872,4,6014,12,2
23,4,1,176,31,665,1,5010,13,7
20,67,1,176,23,232,1,271,14,7
5,2,1,176,20,365,1,5017,15,2
5,2,1,176,20,365,1,5017,16,6
31,104,52,176,11,872,4,6014,17,1
18,15,56,176,20,599,4,6027,18,6
6,7,1,176,32,379,1,5227,19,4
18,15,56,176,20,599,4,6027,20,1
10,5,1,176,33,200,1,221,21,2
18,17,1,176,32,206,1,219,22,2
12,1,1,176,22,111,1,105,23,6
18,15,56,176,20,599,4,6027,24,7
32,17,1,176,42,243,1,116,25,3
31,104,52,176,11,872,4,6014,26,6
31,104,52,176,11,872,4,6014,27,7
18,15,56,176,20,599,4,6027,28,7
18,15,56,176,20,599,4,6027,29,5
6,7,1,176,32,379,1,5227,30,7
2,2,1,176,32,302,1,5320,31,7
31,104,52,176,11,872,4,6014,32,3
12,1,1,176,22,111,1,105,33,4
32,17,1,176,42,243,1,116,34,7
2,2,1,176,32,302,1,5320,35,4
5,2,1,176,20,365,1,5017,36,1
18,17,1,176,32,206,1,219,37,5
31,104,52,176,11,872,4,6014,38,6
18,15,56,176,20,599,4,6027,39,7
4,2,1,176,31,214,1,310,40,3
12,1,1,176,22,111,1,105,41,4
31,104,52,176,11,872,4,6014,42,2
18,15,56,176,20,599,4,6027,43,4
2,2,1,176,32,302,1,5320,44,2
32,17,1,176,42,243,1,116,45,4
18,15,56,176,20,599,4,6027,46,5
10,5,1,176,33,200,1,221,47,3
18,17,1,176,32,206,1,219,48,2
31,104,52,176,11,872,4,6014,49,3
2,2,1,176,32,302,1,5320,50,4
31,104,52,176,11,872,4,6014,51,4
6,2,1,176,32,248,1,146,52,7
7,89,1,176,22,390,1,5043,53,7
6,2,1,176,32,248,1,146,54,7
5,2,1,176,20,365,1,5017,55,2
20,67,1,176,23,232,1,271,56,7
23,4,1,176,31,665,1,5010,57,6
31,104,52,176,11,872,4,6014,58,5
6,2,1,176,32,248,1,146,59,5
23,4,1,176,31,665,1,5010,60,6
4,2,1,176,31,214,1,310,61,6
23,4,1,176,31,665,1,5010,62,4
6,7,1,176,32,379,1,5227,63,3
10,5,1,176,33,200,1,221,64,2
18,15,56,176,20,599,4,6027,65,4
18,15,56,176,20,599,4,6027,66,2
18,17,1,176,32,206,1,219,67,2
23,4,1,176,31,665,1,5010,68,3
18,15,56,176,20,599,4,6027,69,6
18,15,56,176,20,599,4,6027,70,7
31,104,52,176,11,872,4,6014,71,4
18,15,56,176,20,599,4,6027,72,7
4,2,1,176,31,214,1,310,73,6
18,15,56,176,20,599,4,6027,74,7
31,104,52,176,11,872,4,6014,75,4
31,104,52,176,11,872,4,6014,76,4
10,5,1,176,33,200,1,221,77,2
31,104,52,176,11,872,4,6014,78,2
6,2,1,176,32,248,1,146,79,3
6,2,1,176,32,248,1,146,80,4
6,7,1,176,32,379,1,5227,81,6
18,15,56,176,20,599,4,6027,82,2
31,104,52,176,11,872,4,6014,83,5
20,67,1,176,23,232,1,271,84,4
20,67,1,176,23,232,1,271,85,1
20,67,1,176,23,232,1,271,86,4
7,89,1,176,22,390,1,5043,87,7
12,1,1,176,22,111,1,105,88,7
31,104,52,176,11,872,4,6014,89,2
7,89,1,176,22,390,1,5043,90,2
10,5,1,176,33,200,1,221,91,1
32,17,1,176,42,243,1,116,92,3
31,104,52,176,11,872,4,6014,93,4
18,17,1,176,32,206,1,219,94,7
4,2,1,176,31,214,1,310,95,3
18,15,56,176,20,599,4,6027,96,3
18,15,56,176,20,599,4,6027,97,7
18,15,56,176,20,599,4,6027,98,1
2,2,1,176,32,302,1,5320,99,5
31,104,52,176,11,872,4,6014,100,6
4,3,1,177,31,336,1,5550,1,7
21,34,1,177,10,42,3,343,2,7
6,2,1,177,32,248,1,178,3,4
6,7,1,177,21,376,1,5217,4,5
6,2,1,177,32,248,1,178,5,5
21,174,1,177,20,634,2,5005,6,3
8,27,90,177,12,431,4,6023,7,7
6,2,1,177,32,248,1,178,8,5
23,5,1,177,21,275,1,64,9,2
4,3,1,177,31,336,1,5550,10,3
21,34,1,177,10,42,3,343,11,4
30,91,1,177,20,856,3,5077,12,7
13,48,1,177,33,287,1,1001,13,2
31,104,60,177,12,873,4,6015,14,2
8,27,90,177,12,431,4,6023,15,4
7,101,1,177,32,164,1,58,16,7
18,17,1,177,32,206,1,96,17,3
4,3,1,177,31,336,1,5550,18,3
22,8,37,177,13,660,4,6027,19,2
6,2,1,177,32,248,1,178,20,6
21,174,1,177,20,634,2,5005,21,3
21,174,1,177,20,634,2,5005,22,2
8,27,90,177,12,431,4,6023,23,6
1,1,1,177,22,119,1,94,24,2
22,8,37,177,13,660,4,6027,25,3
22,8,37,177,13,660,4,6027,26,4
8,27,90,177,12,431,4,6023,27,3
30,91,1,177,20,856,3,5077,28,1
8,27,90,177,12,431,4,6023,29,4
22,8,37,177,13,660,4,6027,30,3
22,8,37,177,13,660,4,6027,31,2
21,174,1,177,20,634,2,5005,32,4
22,8,37,177,13,660,4,6027,33,3
21,34,1,177,10,42,3,343,34,6
30,91,1,177,20,856,3,5077,35,5
22,8,37,177,13,660,4,6027,36,1
6,7,1,177,21,376,1,5217,37,2
30,91,1,177,20,856,3,5077,38,3
31,104,60,177,12,873,4,6015,39,5
21,34,1,177,10,42,3,343,40,4
22,8,37,177,13,660,4,6027,41,6
32,17,1,177,23,240,1,38,42,5
30,91,1,177,20,856,3,5077,43,6
21,174,1,177,20,634,2,5005,44,3
32,17,1,177,23,240,1,38,45,6
6,7,1,177,21,376,1,5217,46,7
31,104,60,177,12,873,4,6015,47,4
21,174,1,177,20,634,2,5005,48,7
22,8,37,177,13,660,4,6027,49,1
22,8,37,177,13,660,4,6027,50,5
7,101,1,177,32,164,1,58,51,6
18,17,1,177,32,206,1,96,52,7
23,5,1,177,21,275,1,64,53,4
31,104,60,177,12,873,4,6015,54,5
3,3,1,177,32,271,1,225,55,6
21,174,1,177,20,634,2,5005,56,1
3,3,1,177,32,271,1,225,57,1
8,27,90,177,12,431,4,6023,58,7
